account,flag,Amount_of_sent,Amount_of_received,Total_ETH_sent,Total_ETH_received,Max_ETH_sent,Min_ETH_sent,Avg_ETH_sent,Max_ETH_received,Min_ETH_received,Avg_ETH_received,Total_tokentransfer_sent,Total_tokentransfer_received,Gas_from_ac,Gas_to_ac,Gas_fee_paid,Avg_day_sent,Avg_day_received,Avg_time_sent,Avg_time_received,Unique_sent,Unique_received,Unique_sent_token,Unique_received_token
a04108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a06201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a24256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a09162,0,5,25,4.27762E+18,4.30448E+18,1.89862E+18,0,8.55523E+17,1.32056E+18,2.21722E+16,1.72179E+17,2,0,199384,525000,2.64782E+16,44060.89218,8812.178436,3.023988426,0.250765278,4,25,1,0
a15813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a00288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a03753,0,18,8,0,7.196E+16,0,0,0,1.05E+16,7.36E+15,8.995E+15,18,0,1890000,3360000,1.60125E+17,44036.20258,99081.4558,0.621885931,1.292494213,1,1,1,0
a22667,0,1,0,9.49296E+15,0,9.49296E+15,9.49296E+15,9.49296E+15,0,0,0,0,0,21000,0,9.66E+14,44042.87169,0,0,0,1,0,0,0
a01454,0,6,3,3.5E+18,3.1E+18,3.3E+18,0,5.83333E+17,1.7E+18,2E+17,1.03333E+18,4,0,301714,63000,2.20764E+16,44025.98977,88051.97953,12.94933256,0.001130401,3,3,1,0
a15598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a00797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a09485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a10565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a16702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a02877,0,1,0,0,0,0,0,0,0,0,0,1,0,52461,0,5.66579E+15,44039.68358,0,0,0,1,0,1,0
a30386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a30014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a23900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a23864,0,11,5,1.781E+17,7.91785E+16,5E+16,9.5E+14,1.61909E+16,3E+16,1.1E+15,1.58357E+16,0,0,420000,163000,1.4259E+16,44015.20364,96833.44801,8.664031987,16.13351852,9,3,0,0
a06049,1,9,0,8.66431E+17,0,6E+17,7.26E+15,9.62702E+16,0,0,0,0,0,321315,0,1.96717E+16,43993.3688,0,5.908436214,0,9,0,0,0
a15027,0,1,1,0,8.2418E+14,0,0,0,8.2418E+14,8.2418E+14,8.2418E+14,1,0,41209,21000,1.44232E+15,43973.33288,43973.33288,0,0,1,1,1,0
a16209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a04322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a30751,0,6,6,9.92532E+19,9.93437E+19,2.99996E+19,9.95766E+18,1.65422E+19,3E+19,1E+19,1.65573E+19,0,0,252000,147000,2.89002E+16,44019.37011,44019.37011,19.70085455,19.67213927,1,1,0,0
a17330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a03580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a26160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a02142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a28443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a04219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a07282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a09056,0,0,18,0,3.04631E+17,0,0,0,2.88239E+16,1.25603E+16,1.69239E+16,0,0,0,900000,0,0,0,0,6.613905607,0,1,0,0
a04067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a25596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a07958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a01358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a05454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a27301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a12585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a22415,0,3,0,0,0,0,0,0,0,0,0,3,0,920400,0,1.88407E+16,43963.66359,0,4.318491512,0,1,0,1,0
a29705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a01925,0,1,0,3.6848E+13,0,3.6848E+13,3.6848E+13,3.6848E+13,0,0,0,0,0,21000,0,5.04E+14,43956.30001,0,0,0,1,0,0,0
a21327,0,8,9,1.20527E+17,1.3504E+17,4.59079E+16,2.72388E+13,1.50659E+16,4.73014E+16,0,1.50044E+16,0,1,168000,327222,1.43301E+16,44003.24723,39113.99754,7.705912905,6.849561471,1,3,0,1
a11667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a26674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a20934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a19088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a02638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a17648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a19522,0,10,4,5.02701E+17,3.76435E+17,3E+17,0,5.02701E+16,2.28685E+17,2.4735E+16,9.41086E+16,6,0,425698,113000,3.90737E+16,44064.76678,110161.9169,3.070991898,7.456846065,6,4,3,0
a05063,0,12,2,1E+17,2.09069E+17,1E+17,0,8.33333E+15,1.05334E+17,1.03735E+17,1.04535E+17,11,0,856000,180000,3.56745E+16,44009.25981,264055.5589,9.05607446,0.492887731,4,2,3,0
a01326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a07343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a06699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a22108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a04603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a19276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a07725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a20441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a01349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a11152,0,0,1,0,2,0,0,0,2,2,2,0,0,0,67318,0,0,0,0,0,0,1,0,0
a05234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a20474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a27813,0,9,8,1.38757E+19,1.38863E+19,3.5691E+18,0,1.54174E+18,3.57E+18,2.8E+15,1.73579E+18,4,0,505000,189000,2.6182E+16,44017.77024,49519.99152,8.905438529,10.01865162,2,4,1,0
a11494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a30368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a02552,0,7,6,1.51423E+18,1.54039E+18,1.51423E+18,0,2.16319E+17,1.5E+18,5.46E+15,2.56732E+17,6,0,611000,126000,5.7051E+16,44052.33957,51394.39617,9.557098214,11.15046103,2,3,1,0
a05231,0,1,0,1.284E+15,0,1.284E+15,1.284E+15,1.284E+15,0,0,0,0,0,21000,0,7.35E+14,44025.90971,0,0,0,1,0,0,0
a19150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a30196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a25372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a15923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a15594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a10422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a25716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a00278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a02787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a28124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a30267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a20848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a25223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a03900,0,14,0,7.21515E+17,0,4.21515E+17,0,5.15368E+16,0,0,0,10,0,2980000,0,7.86612E+16,43996.65697,0,5.221412864,0,5,0,1,0
a22180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a18494,1,1,0,2E+15,0,2E+15,2E+15,2E+15,0,0,0,0,0,71194,0,1.35269E+15,43987.76251,0,0,0,1,0,0,0
a25613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a24604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a16010,0,8,5,9.33393E+17,7.46E+17,2E+17,5E+16,1.16674E+17,3.4E+17,6E+15,1.492E+17,0,0,1811781,105000,7.85295E+16,44026.86737,70442.98779,1.615127315,0.824226852,2,1,0,0
a00111,0,32,34,4.88591E+18,4.99412E+18,1.81003E+18,8.08607E+16,1.52685E+17,1.8E+18,1.03244E+16,1.46886E+17,0,0,1120000,1671000,1.20346E+17,44015.65682,41426.50054,3.898697555,3.669359001,1,2,0,0
a27486,0,1,4,5E+16,1.525E+17,5E+16,5E+16,5E+16,6.5E+16,7.5E+15,3.8125E+16,0,0,500325,84000,2.20143E+16,43978.45087,10994.61272,0,14.63242188,1,3,0,0
a30652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a21193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a05429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a25764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a08425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a08284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a08700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a21657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a24272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a17515,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a27724,0,3,2,1.05535E+16,5.7E+15,1.05535E+16,0,3.51783E+15,4.2E+15,1.5E+15,2.85E+15,2,0,360000,240000,9.84E+15,43992.40425,65988.60638,18.88422068,28.0695544,2,1,1,0
a31459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a16825,0,1,1,0,1.19E+16,0,0,0,1.19E+16,1.19E+16,1.19E+16,1,0,100000,100000,1.19E+16,44083.36042,44083.36042,0,0,1,1,1,0
a31344,0,6,1,0,8.4E+15,0,0,0,8.4E+15,8.4E+15,8.4E+15,6,0,630000,420000,2.9925E+16,43982.44268,263894.6561,8.36328125,0,1,1,1,0
a26757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a14532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a17352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a22735,0,4,4,2.27334E+18,2.45364E+18,9.61952E+17,0,5.68334E+17,1E+18,0,6.13411E+17,1,1,105000,84000,1.932E+16,44074.97998,44074.97998,5.298301505,5.298839699,4,4,1,1
a16096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a30916,0,0,4,0,0,0,0,0,0,0,0,0,4,0,230030,0,0,0,0,16.08578993,0,3,0,3
a15975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a20416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a05277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a14962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a05892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a14613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a19424,0,8,14,7.25592E+18,4.26342E+18,4.42374E+18,0,9.06989E+17,1.545E+18,4.51326E+16,3.0453E+17,1,0,209436,513000,2.04666E+16,44028.90601,25159.37486,10.01601852,7.49594246,7,6,1,0
a04419,0,5,5,4.9601E+17,5.05943E+17,1.76016E+17,4.79E+16,9.92021E+16,1.77066E+17,5E+16,1.01189E+17,0,0,105001,174000,9.93308E+15,44029.72068,44029.72068,22.87083333,22.869125,1,5,0,0
a03953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a00376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a20861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a08824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a22014,0,54,91,3.47388E+18,4.79149E+18,5.00695E+17,4.85359E+16,6.43312E+16,1.51303E+17,5.00006E+16,5.26538E+16,0,0,1134000,4550000,3.98261E+16,43998.94488,26109.26399,1.83063786,1.390137108,1,1,0,0
a23560,0,8,1,0,1.2E+16,0,0,0,1.2E+16,1.2E+16,1.2E+16,8,0,1800000,240000,1.0332E+17,43994.76264,351958.1011,13.0494864,0,2,1,2,0
a30021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a25697,0,3,0,2.399E+18,0,2.399E+18,0,7.99667E+17,0,0,0,1,0,2150000,0,1.2665E+17,44009.94588,0,28.81173997,0,3,0,1,0
a03686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a05175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a09357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a14648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a15752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a04678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a28342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a10540,0,3,0,4.90214E+16,0,4.90214E+16,0,1.63405E+16,0,0,0,2,0,233525,0,2.97578E+15,43966.3529,0,5.391033951,0,3,0,2,0
a10902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a27302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a23651,0,1,0,0,0,0,0,0,0,0,0,1,0,66159,0,8.33603E+15,44080.67034,0,0,0,1,0,1,0
a08302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a03025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a02178,0,44,20,4.83094E+20,4.83261E+20,1.50021E+20,0,1.09794E+19,1.5E+20,4.62E+15,2.4163E+19,36,0,4123500,645000,3.97657E+17,44055.61166,96922.34564,1.26068892,2.773532407,12,6,11,0
a22259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a19268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a09774,0,35,0,1.33544E+18,0,1.495E+17,5.8E+15,3.81554E+16,0,0,0,0,0,735000,0,3.7632E+16,44014.16301,0,3.216888558,0,35,0,0,0
a26711,0,0,11795,0,0,0,0,0,0,0,0,0,11795,0,6210368857,0,0,0,0,0.007225308,0,3284,0,3284
a15205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a12788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a23434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a18920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a28190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a05504,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a19634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a17425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a17237,0,1,0,6.21692E+17,0,6.21692E+17,6.21692E+17,6.21692E+17,0,0,0,0,0,21000,0,8.42619E+14,44047.66154,0,0,0,1,0,0,0
a22730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a17312,0,1,0,0,0,0,0,0,0,0,0,1,0,75000,0,1.05E+15,43957.47429,0,0,0,1,0,1,0
a20248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a00170,0,3,5,5.69E+15,1.91301E+17,4.7E+15,0,1.89667E+15,1E+17,2.31024E+15,3.82602E+16,1,0,102000,105000,1.3332E+15,43960.18443,26376.11066,0.30836034,1.083641204,3,4,1,0
a14792,0,9,0,1E+18,0,1E+18,0,1.11111E+17,0,0,0,8,0,1733339,0,1.31514E+17,44042.19903,0,6.534115226,0,4,0,4,0
a21483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a16199,0,1,0,3.65314E+16,0,3.65314E+16,3.65314E+16,3.65314E+16,0,0,0,0,0,21000,0,7.14E+14,44022.21808,0,0,0,1,0,0,0
a26476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a25198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a19753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a25040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a22374,0,2,1,0,3E+15,0,0,0,3E+15,3E+15,3E+15,2,0,160000,21000,2.2E+15,43988.18361,87976.36721,13.88403356,0,1,1,1,0
a01303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a20945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a24579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a09165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a08556,0,68,2,7.408E+17,2E+16,5E+17,0,1.08941E+16,1E+16,1E+16,1E+16,56,0,4851656,42000,2.23241E+17,44008.94752,1496304.216,1.704073904,3.01203125,12,2,2,0
a09806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a01612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a17261,0,1,0,0,0,0,0,0,0,0,0,1,0,80000,0,2.4E+15,43992.83596,0,0,0,1,0,1,0
a00500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a15582,0,51,4,0,7.58219E+17,0,0,0,4.91025E+17,0,1.89555E+17,51,2,13348679,222000,1.71735E+18,44075.78974,561966.3192,0.244429239,1.519820602,18,2,18,1
a23440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a28289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a02386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a12344,0,13,4,6.8641E+17,2.355E+17,1E+17,1.3E+16,5.28008E+16,1E+17,2.1E+16,5.8875E+16,0,0,2939000,84000,1.16487E+17,44051.2415,143166.5349,4.171944444,11.9630816,8,2,0,0
a25741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a11866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a20724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a22089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a03688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a00987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a01483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a12213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a30359,0,3,2,1.79017E+16,2.3E+16,1.05582E+16,0,5.96723E+15,1.5E+16,8E+15,1.15E+16,1,0,112000,42000,1.8452E+16,44028.99466,66043.49198,36.07569059,4.59228588,3,1,1,0
a27445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a23618,0,60,60,1.56309E+19,1.56946E+19,2.19941E+18,4.37405E+15,2.60515E+17,2.2E+18,5.59205E+15,2.61576E+17,0,0,1260000,2033000,6.36948E+16,44019.80383,44019.80383,1.822611304,1.82260706,1,21,0,0
a09007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a17644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a15338,0,1,0,4.94261E+15,0,4.94261E+15,4.94261E+15,4.94261E+15,0,0,0,0,0,21000,0,1.68E+15,44060.03907,0,0,0,1,0,0,0
a10801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a11177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a29246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a23429,0,1,0,9.10329E+13,0,9.10329E+13,9.10329E+13,9.10329E+13,0,0,0,0,0,21000,0,1.05E+14,43957.21051,0,0,0,1,0,0,0
a18605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a24577,0,2,1,0,1.08124E+17,0,0,0,1.08124E+17,1.08124E+17,1.08124E+17,2,0,600000,21000,5.1E+15,43971.31196,87942.62392,14.39218171,0,1,1,1,0
a24399,0,1,0,2.32434E+15,0,2.32434E+15,2.32434E+15,2.32434E+15,0,0,0,0,0,21000,0,2.1E+14,43957.47156,0,0,0,1,0,0,0
a01267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a01216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a14739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a03663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a01830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a28764,0,63,4,1.3769E+17,2.53342E+17,1.1E+16,0,2.18556E+15,1.82419E+17,4E+15,6.33355E+16,39,0,3786380,222000,1.54862E+17,44021.58395,693339.9472,1.788597332,11.36501736,21,4,4,0
a21501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a18727,0,2,0,0,0,0,0,0,0,0,0,2,0,271000,0,7.84E+15,44006.56084,0,0.432395833,0,1,0,1,0
a14241,0,2,2,0,7.2E+15,0,0,0,3.6E+15,3.6E+15,3.6E+15,2,0,120000,42000,7.2E+15,43975.58683,43975.58683,0.462980324,0.509351852,1,1,1,0
a11687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a30721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a02890,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a04517,0,1,13,3.29793E+18,1.05962E+19,3.29793E+18,3.29793E+18,3.29793E+18,1.00145E+18,1.03923E+16,8.15089E+17,0,0,21000,650000,1.743E+15,44036.59715,3387.43055,0,5.645877849,1,1,0,0
a01864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a28140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a31253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
